remove_stop_words;permitted_tags;perform_ordering;use_word_sense;similarity_measure;similarity_threshold;type_of_replacement;jaccard_threshold;accuracy;recall;precision;f_measure
True;VERB ADV CONJ;False;True;wup;0.9;keep_unique;0.1;0.459273797841;0.247366509263;0.837638376384;0.381940549635
True;VERB ADV CONJ;False;True;wup;0.9;keep_unique;0.3;0.436947988224;0.199782055939;0.856697819315;0.324005891016
True;VERB ADV CONJ;False;True;wup;0.9;keep_unique;0.5;0.399411187439;0.12132219397;0.920110192837;0.214377406932
True;VERB ADV CONJ;False;True;wup;0.9;keep_unique;0.7;0.389352306183;0.102433708681;0.94;0.184736324926
True;VERB ADV CONJ;False;True;wup;0.9;keep_unique;0.9;0.3824828263;0.0918997457319;0.937037037037;0.167383393979
True;VERB ADP CONJ;True;True;jcn;0.1;keep_unique;0.1;0.443326790972;0.202687976753;0.882911392405;0.329689807976
True;VERB ADP CONJ;True;True;jcn;0.1;keep_unique;0.3;0.425417075564;0.170359607701;0.889943074004;0.285975609756
True;VERB ADP CONJ;True;True;jcn;0.1;keep_unique;0.5;0.401128557409;0.120958953869;0.940677966102;0.214354682974
True;VERB ADP CONJ;True;True;jcn;0.1;keep_unique;0.7;0.395485770363;0.111514711224;0.944615384615;0.199480181936
True;VERB ADP CONJ;True;True;jcn;0.1;keep_unique;0.9;0.392296368989;0.1064293498;0.945161290323;0.191315703559
True;VERB ADP CONJ;True;True;jcn;0.5;keep_unique;0.1;0.443326790972;0.202687976753;0.882911392405;0.329689807976
True;VERB ADP CONJ;True;True;jcn;0.5;keep_unique;0.3;0.425417075564;0.170359607701;0.889943074004;0.285975609756
True;VERB ADP CONJ;True;True;jcn;0.5;keep_unique;0.5;0.401128557409;0.120958953869;0.940677966102;0.214354682974
True;VERB ADP CONJ;True;True;jcn;0.5;keep_unique;0.7;0.395485770363;0.111514711224;0.944615384615;0.199480181936
True;VERB ADP CONJ;True;True;jcn;0.5;keep_unique;0.9;0.392296368989;0.1064293498;0.945161290323;0.191315703559
True;VERB ADP CONJ;True;True;jcn;0.9;keep_unique;0.1;0.443326790972;0.202687976753;0.882911392405;0.329689807976
True;VERB ADP CONJ;True;True;jcn;0.9;keep_unique;0.3;0.425417075564;0.170359607701;0.889943074004;0.285975609756
True;VERB ADP CONJ;True;True;jcn;0.9;keep_unique;0.5;0.401128557409;0.120958953869;0.940677966102;0.214354682974
True;VERB ADP CONJ;True;True;jcn;0.9;keep_unique;0.7;0.395485770363;0.111514711224;0.944615384615;0.199480181936
True;VERB ADP CONJ;True;True;jcn;0.9;keep_unique;0.9;0.392296368989;0.1064293498;0.945161290323;0.191315703559
True;VERB ADP CONJ;True;True;res;0.1;keep_unique;0.1;0.448478900883;0.2128586996;0.87856071964;0.34269005848
True;VERB ADP CONJ;True;True;res;0.1;keep_unique;0.3;0.428606476938;0.177624409735;0.882671480144;0.295736316904
True;VERB ADP CONJ;True;True;res;0.1;keep_unique;0.5;0.403581943081;0.124954594987;0.939890710383;0.220583520359
True;VERB ADP CONJ;True;True;res;0.1;keep_unique;0.7;0.397448478901;0.114783872139;0.94328358209;0.204663212435
True;VERB ADP CONJ;True;True;res;0.1;keep_unique;0.9;0.394504416094;0.110061750817;0.943925233645;0.197137280416
True;VERB ADP CONJ;True;True;res;0.5;keep_unique;0.1;0.444553483808;0.204867417363;0.882629107981;0.332547169811
True;VERB ADP CONJ;True;True;res;0.5;keep_unique;0.3;0.4266437684;0.172539048311;0.889513108614;0.28901734104
True;VERB ADP CONJ;True;True;res;0.5;keep_unique;0.5;0.402109911678;0.122411914275;0.941340782123;0.216650594664
True;VERB ADP CONJ;True;True;res;0.5;keep_unique;0.7;0.396221786065;0.112604431529;0.94512195122;0.20123336579
True;VERB ADP CONJ;True;True;res;0.5;keep_unique;0.9;0.392787046124;0.107155830004;0.945512820513;0.192495921697
True;VERB ADP CONJ;True;True;res;0.9;keep_unique;0.1;0.443326790972;0.202687976753;0.882911392405;0.329689807976
True;VERB ADP CONJ;True;True;res;0.9;keep_unique;0.3;0.425417075564;0.170359607701;0.889943074004;0.285975609756
True;VERB ADP CONJ;True;True;res;0.9;keep_unique;0.5;0.401128557409;0.120958953869;0.940677966102;0.214354682974
True;VERB ADP CONJ;True;True;res;0.9;keep_unique;0.7;0.395485770363;0.111514711224;0.944615384615;0.199480181936
True;VERB ADP CONJ;True;True;res;0.9;keep_unique;0.9;0.392296368989;0.1064293498;0.945161290323;0.191315703559
True;VERB ADP CONJ;True;True;lch;0.1;keep_unique;0.1;0.476447497547;0.284053759535;0.827513227513;0.422931314224
True;VERB ADP CONJ;True;True;lch;0.1;keep_unique;0.3;0.458783120707;0.247729749364;0.834761321909;0.382072829132
True;VERB ADP CONJ;True;True;lch;0.1;keep_unique;0.5;0.428851815505;0.179077370142;0.878787878788;0.297525648763
True;VERB ADP CONJ;True;True;lch;0.1;keep_unique;0.7;0.418302257115;0.160188884853;0.882;0.271134337535
True;VERB ADP CONJ;True;True;lch;0.1;keep_unique;0.9;0.414622178606;0.154013803124;0.881496881497;0.2622139765
True;VERB ADP CONJ;True;True;lch;0.5;keep_unique;0.1;0.444798822375;0.208863058482;0.871212121212;0.336946967477
True;VERB ADP CONJ;True;True;lch;0.5;keep_unique;0.3;0.428361138371;0.177624409735;0.881081081081;0.295646916566
True;VERB ADP CONJ;True;True;lch;0.5;keep_unique;0.5;0.404808635918;0.127134035598;0.938337801609;0.22392834293
True;VERB ADP CONJ;True;True;lch;0.5;keep_unique;0.7;0.397939156035;0.115873592445;0.941002949853;0.206338939198
True;VERB ADP CONJ;True;True;lch;0.5;keep_unique;0.9;0.394749754661;0.110424990919;0.944099378882;0.197723577236
True;VERB ADP CONJ;True;True;lch;0.9;keep_unique;0.1;0.44259077527;0.201235016346;0.883572567783;0.327810650888
True;VERB ADP CONJ;True;True;lch;0.9;keep_unique;0.3;0.424681059863;0.168906647294;0.890804597701;0.283969465649
True;VERB ADP CONJ;True;True;lch;0.9;keep_unique;0.5;0.400392541708;0.119869233563;0.940170940171;0.212628865979
True;VERB ADP CONJ;True;True;lch;0.9;keep_unique;0.7;0.394749754661;0.110424990919;0.944099378882;0.197723577236
True;VERB ADP CONJ;True;True;lch;0.9;keep_unique;0.9;0.391560353288;0.105339629495;0.944625407166;0.18954248366
True;VERB ADP CONJ;True;True;lin;0.1;keep_unique;0.1;0.447742885182;0.211768979295;0.878012048193;0.341235001463
True;VERB ADP CONJ;True;True;lin;0.1;keep_unique;0.3;0.428606476938;0.177624409735;0.882671480144;0.295736316904
True;VERB ADP CONJ;True;True;lin;0.1;keep_unique;0.5;0.403581943081;0.124954594987;0.939890710383;0.220583520359
True;VERB ADP CONJ;True;True;lin;0.1;keep_unique;0.7;0.397448478901;0.114783872139;0.94328358209;0.204663212435
True;VERB ADP CONJ;True;True;lin;0.1;keep_unique;0.9;0.394504416094;0.110061750817;0.943925233645;0.197137280416
True;VERB ADP CONJ;True;True;lin;0.5;keep_unique;0.1;0.444553483808;0.204867417363;0.882629107981;0.332547169811
True;VERB ADP CONJ;True;True;lin;0.5;keep_unique;0.3;0.426398429833;0.172175808209;0.889305816135;0.288496652465
True;VERB ADP CONJ;True;True;lin;0.5;keep_unique;0.5;0.401864573111;0.122048674174;0.941176470588;0.216077170418
True;VERB ADP CONJ;True;True;lin;0.5;keep_unique;0.7;0.395976447498;0.112241191428;0.94495412844;0.200649350649
True;VERB ADP CONJ;True;True;lin;0.5;keep_unique;0.9;0.392787046124;0.107155830004;0.945512820513;0.192495921697
True;VERB ADP CONJ;True;True;lin;0.9;keep_unique;0.1;0.443326790972;0.202687976753;0.882911392405;0.329689807976
True;VERB ADP CONJ;True;True;lin;0.9;keep_unique;0.3;0.425417075564;0.170359607701;0.889943074004;0.285975609756
True;VERB ADP CONJ;True;True;lin;0.9;keep_unique;0.5;0.401373895976;0.12132219397;0.940845070423;0.214929214929
True;VERB ADP CONJ;True;True;lin;0.9;keep_unique;0.7;0.39573110893;0.111877951326;0.944785276074;0.200064956155
True;VERB ADP CONJ;True;True;lin;0.9;keep_unique;0.9;0.392541707556;0.106792589902;0.945337620579;0.191906005222
True;VERB ADP CONJ;True;True;path;0.1;keep_unique;0.1;0.473994111874;0.278968398111;0.828478964401;0.417391304348
True;VERB ADP CONJ;True;True;path;0.1;keep_unique;0.3;0.455348380765;0.241554667635;0.834378920954;0.374647887324
True;VERB ADP CONJ;True;True;path;0.1;keep_unique;0.5;0.427134445535;0.175081729023;0.882783882784;0.292209760533
True;VERB ADP CONJ;True;True;path;0.1;keep_unique;0.7;0.416830225711;0.156556483836;0.88683127572;0.266131522075
True;VERB ADP CONJ;True;True;path;0.1;keep_unique;0.9;0.41339548577;0.150744642208;0.886752136752;0.257683949084
True;VERB ADP CONJ;True;True;path;0.5;keep_unique;0.1;0.443326790972;0.202687976753;0.882911392405;0.329689807976
True;VERB ADP CONJ;True;True;path;0.5;keep_unique;0.3;0.425417075564;0.170359607701;0.889943074004;0.285975609756
True;VERB ADP CONJ;True;True;path;0.5;keep_unique;0.5;0.401128557409;0.120958953869;0.940677966102;0.214354682974
True;VERB ADP CONJ;True;True;path;0.5;keep_unique;0.7;0.395485770363;0.111514711224;0.944615384615;0.199480181936
True;VERB ADP CONJ;True;True;path;0.5;keep_unique;0.9;0.392296368989;0.1064293498;0.945161290323;0.191315703559
True;VERB ADP CONJ;True;True;path;0.9;keep_unique;0.1;0.443326790972;0.202687976753;0.882911392405;0.329689807976
True;VERB ADP CONJ;True;True;path;0.9;keep_unique;0.3;0.425417075564;0.170359607701;0.889943074004;0.285975609756
True;VERB ADP CONJ;True;True;path;0.9;keep_unique;0.5;0.401128557409;0.120958953869;0.940677966102;0.214354682974
True;VERB ADP CONJ;True;True;path;0.9;keep_unique;0.7;0.395485770363;0.111514711224;0.944615384615;0.199480181936
True;VERB ADP CONJ;True;True;path;0.9;keep_unique;0.9;0.392296368989;0.1064293498;0.945161290323;0.191315703559
True;VERB ADP CONJ;True;True;wup;0.1;keep_unique;0.1;0.478655544652;0.285506719942;0.832627118644;0.425209629429
True;VERB ADP CONJ;True;True;wup;0.1;keep_unique;0.3;0.461481844946;0.249909189975;0.841075794621;0.385326239149
True;VERB ADP CONJ;True;True;wup;0.1;keep_unique;0.5;0.43105986261;0.181256810752;0.88475177305;0.300874283992
True;VERB ADP CONJ;True;True;wup;0.1;keep_unique;0.7;0.420755642787;0.162731565565;0.888888888889;0.275099785078
True;VERB ADP CONJ;True;True;wup;0.1;keep_unique;0.9;0.416830225711;0.156193243734;0.888429752066;0.265678097003
True;VERB ADP CONJ;True;True;wup;0.5;keep_unique;0.1;0.443572129539;0.202687976753;0.884310618067;0.329787234043
True;VERB ADP CONJ;True;True;wup;0.5;keep_unique;0.3;0.4266437684;0.172175808209;0.890977443609;0.288584474886
True;VERB ADP CONJ;True;True;wup;0.5;keep_unique;0.5;0.401619234544;0.121685434072;0.941011235955;0.215503377292
True;VERB ADP CONJ;True;True;wup;0.5;keep_unique;0.7;0.39573110893;0.111877951326;0.944785276074;0.200064956155
True;VERB ADP CONJ;True;True;wup;0.5;keep_unique;0.9;0.392541707556;0.106792589902;0.945337620579;0.191906005222
True;VERB ADP CONJ;True;True;wup;0.9;keep_unique;0.1;0.443081452404;0.202324736651;0.882725832013;0.329196217494
True;VERB ADP CONJ;True;True;wup;0.9;keep_unique;0.3;0.425417075564;0.170359607701;0.889943074004;0.285975609756
True;VERB ADP CONJ;True;True;wup;0.9;keep_unique;0.5;0.401128557409;0.120958953869;0.940677966102;0.214354682974
True;VERB ADP CONJ;True;True;wup;0.9;keep_unique;0.7;0.395485770363;0.111514711224;0.944615384615;0.199480181936
True;VERB ADP CONJ;True;True;wup;0.9;keep_unique;0.9;0.392296368989;0.1064293498;0.945161290323;0.191315703559
True;VERB ADP CONJ;False;True;jcn;0.1;keep_unique;0.1;0.450686947988;0.227025063567;0.849184782609;0.358268844941
True;VERB ADP CONJ;False;True;jcn;0.1;keep_unique;0.3;0.433022571148;0.187431892481;0.874576271186;0.308704756207
True;VERB ADP CONJ;False;True;jcn;0.1;keep_unique;0.5;0.396221786065;0.114783872139;0.929411764706;0.204332363401
True;VERB ADP CONJ;False;True;jcn;0.1;keep_unique;0.7;0.387634936212;0.0995277878678;0.941580756014;0.180026281209
True;VERB ADP CONJ;False;True;jcn;0.1;keep_unique;0.9;0.383464180569;0.0933527061388;0.93795620438;0.169805087545
True;VERB ADP CONJ;False;True;jcn;0.5;keep_unique;0.1;0.450441609421;0.226661823465;0.848979591837;0.357798165138
True;VERB ADP CONJ;False;True;jcn;0.5;keep_unique;0.3;0.432777232581;0.187068652379;0.874363327674;0.308198683423
True;VERB ADP CONJ;False;True;jcn;0.5;keep_unique;0.5;0.396221786065;0.114783872139;0.929411764706;0.204332363401
True;VERB ADP CONJ;False;True;jcn;0.5;keep_unique;0.7;0.387634936212;0.0995277878678;0.941580756014;0.180026281209
True;VERB ADP CONJ;False;True;jcn;0.5;keep_unique;0.9;0.383464180569;0.0933527061388;0.93795620438;0.169805087545
True;VERB ADP CONJ;False;True;jcn;0.9;keep_unique;0.1;0.450441609421;0.226661823465;0.848979591837;0.357798165138
True;VERB ADP CONJ;False;True;jcn;0.9;keep_unique;0.3;0.432777232581;0.187068652379;0.874363327674;0.308198683423
True;VERB ADP CONJ;False;True;jcn;0.9;keep_unique;0.5;0.396221786065;0.114783872139;0.929411764706;0.204332363401
True;VERB ADP CONJ;False;True;jcn;0.9;keep_unique;0.7;0.387634936212;0.0995277878678;0.941580756014;0.180026281209
True;VERB ADP CONJ;False;True;jcn;0.9;keep_unique;0.9;0.383464180569;0.0933527061388;0.93795620438;0.169805087545
True;VERB ADP CONJ;False;True;res;0.1;keep_unique;0.1;0.447742885182;0.220849981838;0.851540616246;0.350735506201
True;VERB ADP CONJ;False;True;res;0.1;keep_unique;0.3;0.429833169774;0.181256810752;0.8769771529;0.300421432872
True;VERB ADP CONJ;False;True;res;0.1;keep_unique;0.5;0.39573110893;0.114420632038;0.926470588235;0.203685741998
True;VERB ADP CONJ;False;True;res;0.1;keep_unique;0.7;0.388125613346;0.100617508173;0.938983050847;0.181758530184
True;VERB ADP CONJ;False;True;res;0.1;keep_unique;0.9;0.385426889107;0.0966218670541;0.93661971831;0.175172867962
True;VERB ADP CONJ;False;True;res;0.5;keep_unique;0.1;0.451177625123;0.227388303669;0.850543478261;0.358842075093
True;VERB ADP CONJ;False;True;res;0.5;keep_unique;0.3;0.432286555447;0.185978932074;0.875213675214;0.30677052127
True;VERB ADP CONJ;False;True;res;0.5;keep_unique;0.5;0.396221786065;0.114783872139;0.929411764706;0.204332363401
True;VERB ADP CONJ;False;True;res;0.5;keep_unique;0.7;0.388125613346;0.100254268071;0.941979522184;0.181221273802
True;VERB ADP CONJ;False;True;res;0.5;keep_unique;0.9;0.383954857704;0.0940791863422;0.938405797101;0.17101353582
True;VERB ADP CONJ;False;True;res;0.9;keep_unique;0.1;0.450686947988;0.227025063567;0.849184782609;0.358268844941
True;VERB ADP CONJ;False;True;res;0.9;keep_unique;0.3;0.433022571148;0.187431892481;0.874576271186;0.308704756207
True;VERB ADP CONJ;False;True;res;0.9;keep_unique;0.5;0.396221786065;0.114783872139;0.929411764706;0.204332363401
True;VERB ADP CONJ;False;True;res;0.9;keep_unique;0.7;0.387634936212;0.0995277878678;0.941580756014;0.180026281209
True;VERB ADP CONJ;False;True;res;0.9;keep_unique;0.9;0.383464180569;0.0933527061388;0.93795620438;0.169805087545
True;VERB ADP CONJ;False;True;lch;0.1;keep_unique;0.1;0.42934249264;0.181983290955;0.871304347826;0.301081730769
True;VERB ADP CONJ;False;True;lch;0.1;keep_unique;0.3;0.412904808636;0.150018162005;0.886266094421;0.256601429015
True;VERB ADP CONJ;False;True;lch;0.1;keep_unique;0.5;0.396712463199;0.118779513258;0.908333333333;0.210086733055
True;VERB ADP CONJ;False;True;lch;0.1;keep_unique;0.7;0.392051030422;0.111151471122;0.908011869436;0.198058252427
True;VERB ADP CONJ;False;True;lch;0.1;keep_unique;0.9;0.39131501472;0.110061750817;0.907185628743;0.196307094266
True;VERB ADP CONJ;False;True;lch;0.5;keep_unique;0.1;0.444553483808;0.213948419906;0.854862119013;0.342242882045
True;VERB ADP CONJ;False;True;lch;0.5;keep_unique;0.3;0.431305201178;0.182346531057;0.882249560633;0.302227573751
True;VERB ADP CONJ;False;True;lch;0.5;keep_unique;0.5;0.397448478901;0.116236832546;0.932944606414;0.206718346253
True;VERB ADP CONJ;False;True;lch;0.5;keep_unique;0.7;0.389352306183;0.102433708681;0.94;0.184736324926
True;VERB ADP CONJ;False;True;lch;0.5;keep_unique;0.9;0.38518155054;0.0962586269524;0.936395759717;0.174571805007
True;VERB ADP CONJ;False;True;lch;0.9;keep_unique;0.1;0.449705593719;0.22557210316;0.848360655738;0.356384505022
True;VERB ADP CONJ;False;True;lch;0.9;keep_unique;0.3;0.432286555447;0.186705412278;0.872665534805;0.307600239378
True;VERB ADP CONJ;False;True;lch;0.9;keep_unique;0.5;0.395976447498;0.114420632038;0.929203539823;0.203751617076
True;VERB ADP CONJ;False;True;lch;0.9;keep_unique;0.7;0.387389597645;0.0991645477661;0.941379310345;0.179428195859
True;VERB ADP CONJ;False;True;lch;0.9;keep_unique;0.9;0.383218842002;0.0929894660371;0.937728937729;0.169200264375
True;VERB ADP CONJ;False;True;lin;0.1;keep_unique;0.1;0.447252208047;0.220123501635;0.851123595506;0.349783549784
True;VERB ADP CONJ;False;True;lin;0.1;keep_unique;0.3;0.429587831207;0.18089357065;0.87676056338;0.299909665763
True;VERB ADP CONJ;False;True;lin;0.1;keep_unique;0.5;0.395485770363;0.114057391936;0.926253687316;0.203104786546
True;VERB ADP CONJ;False;True;lin;0.1;keep_unique;0.7;0.387880274779;0.100254268071;0.938775510204;0.18116179849
True;VERB ADP CONJ;False;True;lin;0.1;keep_unique;0.9;0.38518155054;0.0962586269524;0.936395759717;0.174571805007
True;VERB ADP CONJ;False;True;lin;0.5;keep_unique;0.1;0.451177625123;0.227388303669;0.850543478261;0.358842075093
True;VERB ADP CONJ;False;True;lin;0.5;keep_unique;0.3;0.432286555447;0.185978932074;0.875213675214;0.30677052127
True;VERB ADP CONJ;False;True;lin;0.5;keep_unique;0.5;0.395976447498;0.114420632038;0.929203539823;0.203751617076
True;VERB ADP CONJ;False;True;lin;0.5;keep_unique;0.7;0.387880274779;0.0998910279695;0.941780821918;0.180623973727
True;VERB ADP CONJ;False;True;lin;0.5;keep_unique;0.9;0.383954857704;0.0940791863422;0.938405797101;0.17101353582
True;VERB ADP CONJ;False;True;lin;0.9;keep_unique;0.1;0.450686947988;0.227025063567;0.849184782609;0.358268844941
True;VERB ADP CONJ;False;True;lin;0.9;keep_unique;0.3;0.433022571148;0.187431892481;0.874576271186;0.308704756207
True;VERB ADP CONJ;False;True;lin;0.9;keep_unique;0.5;0.396467124632;0.115147112241;0.929618768328;0.204912734324
True;VERB ADP CONJ;False;True;lin;0.9;keep_unique;0.7;0.387880274779;0.0998910279695;0.941780821918;0.180623973727
True;VERB ADP CONJ;False;True;lin;0.9;keep_unique;0.9;0.383709519136;0.0937159462405;0.938181818182;0.170409511229
True;VERB ADP CONJ;False;True;path;0.1;keep_unique;0.1;0.42934249264;0.181620050854;0.87260034904;0.300661455201
True;VERB ADP CONJ;False;True;path;0.1;keep_unique;0.3;0.413886162905;0.15110788231;0.888888888889;0.258304874263
True;VERB ADP CONJ;False;True;path;0.1;keep_unique;0.5;0.396467124632;0.118053033055;0.910364145658;0.209003215434
True;VERB ADP CONJ;False;True;path;0.1;keep_unique;0.7;0.391560353288;0.110061750817;0.90990990991;0.196370706416
True;VERB ADP CONJ;False;True;path;0.1;keep_unique;0.9;0.390824337586;0.108972030512;0.909090909091;0.194615634123
True;VERB ADP CONJ;False;True;path;0.5;keep_unique;0.1;0.450441609421;0.226661823465;0.848979591837;0.357798165138
True;VERB ADP CONJ;False;True;path;0.5;keep_unique;0.3;0.432777232581;0.187068652379;0.874363327674;0.308198683423
True;VERB ADP CONJ;False;True;path;0.5;keep_unique;0.5;0.396221786065;0.114783872139;0.929411764706;0.204332363401
True;VERB ADP CONJ;False;True;path;0.5;keep_unique;0.7;0.387634936212;0.0995277878678;0.941580756014;0.180026281209
True;VERB ADP CONJ;False;True;path;0.5;keep_unique;0.9;0.383464180569;0.0933527061388;0.93795620438;0.169805087545
True;VERB ADP CONJ;False;True;path;0.9;keep_unique;0.1;0.450441609421;0.226661823465;0.848979591837;0.357798165138
True;VERB ADP CONJ;False;True;path;0.9;keep_unique;0.3;0.432777232581;0.187068652379;0.874363327674;0.308198683423
True;VERB ADP CONJ;False;True;path;0.9;keep_unique;0.5;0.396221786065;0.114783872139;0.929411764706;0.204332363401
True;VERB ADP CONJ;False;True;path;0.9;keep_unique;0.7;0.387634936212;0.0995277878678;0.941580756014;0.180026281209
True;VERB ADP CONJ;False;True;path;0.9;keep_unique;0.9;0.383464180569;0.0933527061388;0.93795620438;0.169805087545
True;VERB ADP CONJ;False;True;wup;0.1;keep_unique;0.1;0.429833169774;0.181620050854;0.875656742557;0.300842358604
True;VERB ADP CONJ;False;True;wup;0.1;keep_unique;0.3;0.412414131501;0.148565201598;0.889130434783;0.254590725179
True;VERB ADP CONJ;False;True;wup;0.1;keep_unique;0.5;0.396467124632;0.118416273157;0.908077994429;0.209511568123
True;VERB ADP CONJ;False;True;wup;0.1;keep_unique;0.7;0.391805691855;0.110788231021;0.907738095238;0.197474910974
True;VERB ADP CONJ;False;True;wup;0.1;keep_unique;0.9;0.39131501472;0.110061750817;0.907185628743;0.196307094266
True;VERB ADP CONJ;False;True;wup;0.5;keep_unique;0.1;0.450932286555;0.226661823465;0.851296043656;0.358003442341
True;VERB ADP CONJ;False;True;wup;0.5;keep_unique;0.3;0.432777232581;0.186705412278;0.875638841567;0.307784431138
True;VERB ADP CONJ;False;True;wup;0.5;keep_unique;0.5;0.396221786065;0.114783872139;0.929411764706;0.204332363401
True;VERB ADP CONJ;False;True;wup;0.5;keep_unique;0.7;0.387880274779;0.0998910279695;0.941780821918;0.180623973727
True;VERB ADP CONJ;False;True;wup;0.5;keep_unique;0.9;0.383709519136;0.0937159462405;0.938181818182;0.170409511229
True;VERB ADP CONJ;False;True;wup;0.9;keep_unique;0.1;0.450441609421;0.226661823465;0.848979591837;0.357798165138
True;VERB ADP CONJ;False;True;wup;0.9;keep_unique;0.3;0.432777232581;0.187068652379;0.874363327674;0.308198683423
True;VERB ADP CONJ;False;True;wup;0.9;keep_unique;0.5;0.396221786065;0.114783872139;0.929411764706;0.204332363401
True;VERB ADP CONJ;False;True;wup;0.9;keep_unique;0.7;0.387634936212;0.0995277878678;0.941580756014;0.180026281209
True;VERB ADP CONJ;False;True;wup;0.9;keep_unique;0.9;0.383464180569;0.0933527061388;0.93795620438;0.169805087545
True;NOUN ADJ ADV;True;True;jcn;0.1;keep_unique;0.1;0.59543670265;0.549945513985;0.786902286902;0.647423562112
True;NOUN ADJ ADV;True;True;jcn;0.1;keep_unique;0.3;0.458047105005;0.233200145296;0.867567567568;0.367592327512
True;NOUN ADJ ADV;True;True;jcn;0.1;keep_unique;0.5;0.378557409225;0.0871776244097;0.923076923077;0.159309658148
True;NOUN ADJ ADV;True;True;jcn;0.1;keep_unique;0.7;0.351324828263;0.0439520523066;0.90977443609;0.0838530838531
True;NOUN ADJ ADV;True;True;jcn;0.1;keep_unique;0.9;0.339793915604;0.0247003269161;0.918918918919;0.0481075344889
True;NOUN ADJ ADV;True;True;jcn;0.5;keep_unique;0.1;0.595191364082;0.549582273883;0.786791471659;0.647134302823
True;NOUN ADJ ADV;True;True;jcn;0.5;keep_unique;0.3;0.458047105005;0.232836905194;0.868563685637;0.367230020052
True;NOUN ADJ ADV;True;True;jcn;0.5;keep_unique;0.5;0.378557409225;0.0871776244097;0.923076923077;0.159309658148
True;NOUN ADJ ADV;True;True;jcn;0.5;keep_unique;0.7;0.351324828263;0.0439520523066;0.90977443609;0.0838530838531
True;NOUN ADJ ADV;True;True;jcn;0.5;keep_unique;0.9;0.339793915604;0.0247003269161;0.918918918919;0.0481075344889
True;NOUN ADJ ADV;True;True;jcn;0.9;keep_unique;0.1;0.595191364082;0.549582273883;0.786791471659;0.647134302823
True;NOUN ADJ ADV;True;True;jcn;0.9;keep_unique;0.3;0.458047105005;0.232836905194;0.868563685637;0.367230020052
True;NOUN ADJ ADV;True;True;jcn;0.9;keep_unique;0.5;0.378557409225;0.0871776244097;0.923076923077;0.159309658148
True;NOUN ADJ ADV;True;True;jcn;0.9;keep_unique;0.7;0.351324828263;0.0439520523066;0.90977443609;0.0838530838531
True;NOUN ADJ ADV;True;True;jcn;0.9;keep_unique;0.9;0.339793915604;0.0247003269161;0.918918918919;0.0481075344889
True;NOUN ADJ ADV;True;True;res;0.1;keep_unique;0.1;0.603778213935;0.598982927715;0.763425925926;0.671280276817
True;NOUN ADJ ADV;True;True;res;0.1;keep_unique;0.3;0.467615309127;0.257900472212;0.848267622461;0.395543175487
True;NOUN ADJ ADV;True;True;res;0.1;keep_unique;0.5;0.382237487733;0.0984380675627;0.882736156352;0.177124183007
True;NOUN ADJ ADV;True;True;res;0.1;keep_unique;0.7;0.35598626104;0.0526698147475;0.895061728395;0.0994854202401
True;NOUN ADJ ADV;True;True;res;0.1;keep_unique;0.9;0.342247301276;0.0294224482383;0.9;0.056982061203
True;NOUN ADJ ADV;True;True;res;0.5;keep_unique;0.1;0.596908734053;0.555757355612;0.784615384615;0.65064852222
True;NOUN ADJ ADV;True;True;res;0.5;keep_unique;0.3;0.456575073602;0.232836905194;0.861559139785;0.366599942808
True;NOUN ADJ ADV;True;True;res;0.5;keep_unique;0.5;0.376594700687;0.0853614239012;0.910852713178;0.156094320824
True;NOUN ADJ ADV;True;True;res;0.5;keep_unique;0.7;0.350834151129;0.0439520523066;0.896296296296;0.0837950138504
True;NOUN ADJ ADV;True;True;res;0.5;keep_unique;0.9;0.339548577036;0.0247003269161;0.906666666667;0.048090523338
True;NOUN ADJ ADV;True;True;res;0.9;keep_unique;0.1;0.59543670265;0.548492553578;0.788100208768;0.646819447419
True;NOUN ADJ ADV;True;True;res;0.9;keep_unique;0.3;0.455593719333;0.229567744279;0.865753424658;0.3629055412
True;NOUN ADJ ADV;True;True;res;0.9;keep_unique;0.5;0.377821393523;0.0857246640029;0.925490196078;0.156914893617
True;NOUN ADJ ADV;True;True;res;0.9;keep_unique;0.7;0.350834151129;0.0432255721032;0.908396946565;0.0825242718447
True;NOUN ADJ ADV;True;True;res;0.9;keep_unique;0.9;0.339303238469;0.0239738467127;0.916666666667;0.0467256637168
True;NOUN ADJ ADV;True;True;lch;0.1;keep_unique;0.1;0.614573110893;0.682164911006;0.729603729604;0.705087291158
True;NOUN ADJ ADV;True;True;lch;0.1;keep_unique;0.3;0.487242394504;0.322557210316;0.797843665768;0.459389549922
True;NOUN ADJ ADV;True;True;lch;0.1;keep_unique;0.5;0.387634936212;0.11696331275;0.832041343669;0.205095541401
True;NOUN ADJ ADV;True;True;lch;0.1;keep_unique;0.7;0.361138370952;0.065746458409;0.849765258216;0.122049898854
True;NOUN ADJ ADV;True;True;lch;0.1;keep_unique;0.9;0.346663395486;0.0388666908827;0.862903225806;0.0743830378867
True;NOUN ADJ ADV;True;True;lch;0.5;keep_unique;0.1;0.601324828263;0.566291318562;0.783417085427;0.657389837655
True;NOUN ADJ ADV;True;True;lch;0.5;keep_unique;0.3;0.459028459274;0.239011986923;0.856770833333;0.373757455268
True;NOUN ADJ ADV;True;True;lch;0.5;keep_unique;0.5;0.377821393523;0.0879041046131;0.906367041199;0.160264900662
